date,home_team,away_team,home_score,away_score,home_elo,away_elo,Elo_Diff,Match_Outcome
2012-11-14,Panama,Spain,1,5,1680,2148,-468,0.0
2012-11-14,Brazil,Colombia,1,1,2061,1901,160,1.0
2012-11-14,Sweden,England,4,2,1907,1952,-45,2.0
2012-11-14,Netherlands,Germany,0,0,1996,2052,-56,1.0
2012-11-21,Argentina,Brazil,2,1,2014,2061,-47,2.0
2012-12-09,Iran,Saudi Arabia,0,0,1657,1493,164,1.0
2012-12-10,Iraq,Jordan,1,0,1591,1488,103,2.0
2012-12-28,Qatar,Egypt,0,2,1476,1660,-184,0.0
2012-12-30,Tunisia,Iraq,2,1,1600,1591,9,2.0
2013-01-06,Iraq,Saudi Arabia,2,0,1520,1482,38,2.0
2013-01-08,South Africa,Norway,0,1,1573,1625,-52,0.0
2013-01-10,Ghana,Egypt,3,0,1697,1668,29,2.0
2013-01-12,South Africa,Algeria,0,0,1573,1583,-10,1.0
2013-01-13,Ghana,Tunisia,4,2,1697,1503,194,2.0
2013-01-14,Ivory Coast,Egypt,4,2,1774,1668,106,2.0
2013-01-19,South Africa,Cape Verde,0,0,1573,1506,67,1.0
2013-01-20,DR Congo,Ghana,2,2,1447,1697,-250,1.0
2013-01-22,Tunisia,Algeria,1,0,1503,1583,-80,2.0
2013-01-23,Cape Verde,Morocco,1,1,1506,1530,-24,1.0
2013-01-26,Ivory Coast,Tunisia,3,0,1774,1503,271,2.0
2013-01-27,South Africa,Morocco,2,2,1573,1530,43,1.0
2013-01-29,United States,Canada,0,0,1862,1487,375,1.0
2013-01-30,Algeria,Ivory Coast,2,2,1583,1774,-191,1.0
2013-02-02,Ghana,Cape Verde,2,0,1697,1506,191,2.0
2013-02-06,Croatia,South Korea,4,0,1805,1686,119,2.0
2013-02-06,Spain,Uruguay,3,1,2102,1918,184,2.0
2013-02-06,Sweden,Argentina,2,3,1826,2020,-194,0.0
2013-02-06,England,Brazil,2,1,1933,2132,-199,2.0
2013-02-06,Portugal,Ecuador,2,3,1931,1836,95,0.0
2013-02-06,France,Germany,1,2,1881,2086,-205,0.0
2013-02-06,Turkey,Czechia,0,2,1712,1760,-48,0.0
2013-03-07,Qatar,Egypt,3,1,1501,1668,-167,2.0
2013-03-22,Japan,Canada,2,1,1764,1487,277,2.0
2013-03-22,Uruguay,Paraguay,1,1,1918,1701,217,1.0
2013-03-26,Jordan,Japan,2,1,1573,1764,-191,2.0
2013-03-26,South Korea,Qatar,2,1,1686,1501,185,2.0
2013-03-26,Mexico,United States,0,0,1796,1862,-66,1.0
2013-03-26,Ecuador,Paraguay,4,1,1836,1701,135,2.0
2013-03-26,France,Spain,0,1,1881,2102,-221,0.0
2013-05-29,United States,Belgium,2,4,1862,1834,28,0.0
2013-05-29,Germany,Ecuador,4,2,2086,1836,250,2.0
2013-06-02,United States,Germany,4,3,1862,2086,-224,2.0
2013-06-02,Brazil,England,2,2,2132,1933,199,1.0
2013-06-04,Japan,Australia,1,1,1764,1728,36,1.0
2013-06-04,Qatar,Iran,0,1,1501,1732,-231,0.0
2013-06-05,Uruguay,France,1,0,1918,1881,37,2.0
2013-06-07,Panama,Mexico,0,0,1699,1796,-97,1.0
2013-06-07,Argentina,Colombia,0,0,2020,1933,87,1.0
2013-06-07,Croatia,Scotland,0,1,1805,1698,107,0.0
2013-06-07,Austria,Sweden,2,1,1662,1826,-164,2.0
2013-06-08,Spain,Haiti,2,1,2102,1430,672,2.0
2013-06-09,Brazil,France,3,0,2132,1881,251,2.0
2013-06-10,Portugal,Croatia,1,0,1931,1805,126,2.0
2013-06-11,Japan,Iraq,1,0,1764,1520,244,2.0
2013-06-11,Australia,Jordan,4,0,1728,1573,155,2.0
2013-06-11,South Korea,Uzbekistan,1,0,1686,1650,36,2.0
2013-06-11,United States,Panama,2,0,1862,1699,163,2.0
2013-06-11,Ecuador,Argentina,1,1,1836,2020,-184,1.0
2013-06-12,Ghana,Ivory Coast,2,1,1697,1774,-77,2.0
2013-06-14,Ghana,Ivory Coast,1,1,1697,1774,-77,1.0
2013-06-15,Brazil,Japan,3,0,2132,1764,368,2.0
2013-06-16,Spain,Uruguay,2,1,2102,1918,184,2.0
2013-06-18,Australia,Iraq,1,0,1728,1520,208,2.0
2013-06-18,South Korea,Iran,0,1,1686,1732,-46,0.0
2013-06-18,Uzbekistan,Qatar,5,1,1650,1501,149,2.0
2013-06-19,Brazil,Mexico,2,0,2132,1796,336,2.0
2013-06-22,Mexico,Japan,2,1,1796,1764,32,2.0
2013-06-26,Brazil,Uruguay,2,1,2132,1918,214,2.0
2013-06-30,Brazil,Spain,3,0,2132,2102,30,2.0
2013-07-07,Panama,Mexico,2,1,1699,1796,-97,2.0
2013-07-11,Mexico,Canada,2,0,1796,1487,309,2.0
2013-07-14,Canada,Panama,0,0,1487,1699,-212,1.0
2013-07-20,South Korea,Australia,0,0,1686,1728,-42,1.0
2013-07-24,Panama,Mexico,2,1,1699,1796,-97,2.0
2013-07-25,Japan,Australia,3,2,1764,1728,36,2.0
2013-07-28,South Korea,Japan,1,2,1686,1764,-78,0.0
2013-07-28,United States,Panama,1,0,1862,1699,163,2.0
2013-08-14,Japan,Uruguay,2,4,1764,1918,-154,0.0
2013-08-14,Turkey,Ghana,2,2,1712,1697,15,1.0
2013-08-14,Mexico,Ivory Coast,4,1,1796,1774,22,2.0
2013-08-14,Bosnia and Herzegovina,United States,3,4,1783,1862,-79,0.0
2013-08-14,Switzerland,Brazil,1,0,1850,2132,-282,2.0
2013-08-14,Germany,Paraguay,3,3,2086,1701,385,1.0
2013-08-14,Ecuador,Spain,0,2,1836,2102,-266,0.0
2013-08-14,England,Scotland,3,2,1933,1698,235,2.0
2013-08-14,Belgium,France,0,0,1834,1881,-47,1.0
2013-08-14,Portugal,Netherlands,1,1,1931,2003,-72,1.0
2013-08-14,Sweden,Norway,4,2,1826,1625,201,2.0
2013-09-05,Saudi Arabia,New Zealand,0,1,1482,1547,-65,0.0
2013-09-06,South Korea,Haiti,4,1,1686,1430,256,2.0
2013-09-06,Jordan,Uzbekistan,1,1,1573,1650,-77,1.0
2013-09-06,Colombia,Ecuador,1,0,1933,1836,97,2.0
2013-09-06,Scotland,Belgium,0,2,1698,1834,-136,0.0
2013-09-06,Germany,Austria,3,0,2086,1662,424,2.0
2013-09-07,Brazil,Australia,6,0,2132,1728,404,2.0
2013-09-07,Tunisia,Cape Verde,0,2,1503,1506,-3,0.0
2013-09-07,Ivory Coast,Morocco,1,1,1774,1530,244,1.0
2013-09-10,Japan,Ghana,3,1,1764,1697,67,2.0
2013-09-10,South Korea,Croatia,1,2,1686,1805,-119,0.0
2013-09-10,Uzbekistan,Jordan,1,1,1650,1573,77,1.0
2013-09-10,United States,Mexico,2,0,1862,1796,66,2.0
2013-09-10,Uruguay,Colombia,2,0,1918,1933,-15,2.0
2013-09-10,Paraguay,Argentina,2,5,1701,2020,-319,0.0
2013-09-10,Brazil,Portugal,3,1,2132,1931,201,2.0
2013-09-10,Norway,Switzerland,0,2,1625,1850,-225,0.0
2013-10-11,France,Australia,6,0,1881,1728,153,2.0
2013-10-11,Morocco,South Africa,1,1,1530,1573,-43,1.0
2013-10-11,Mexico,Panama,2,1,1796,1699,97,2.0
2013-10-11,Ecuador,Uruguay,1,0,1836,1918,-82,2.0
2013-10-11,Sweden,Austria,2,1,1826,1662,164,2.0
2013-10-11,Croatia,Belgium,1,2,1805,1834,-29,0.0
2013-10-12,South Korea,Brazil,0,2,1686,2132,-446,0.0
2013-10-12,Ivory Coast,Senegal,3,1,1774,1567,207,2.0
2013-10-15,Australia,Canada,3,0,1728,1487,241,2.0
2013-10-15,Saudi Arabia,Iraq,2,0,1482,1520,-38,2.0
2013-10-15,Ghana,Egypt,6,1,1697,1668,29,2.0
2013-10-15,Panama,United States,2,3,1699,1862,-163,0.0
2013-10-15,Uruguay,Argentina,3,2,1918,2020,-102,2.0
2013-10-15,Paraguay,Colombia,1,2,1701,1933,-232,0.0
2013-10-15,Scotland,Croatia,2,0,1698,1805,-107,2.0
2013-10-15,Turkey,Netherlands,0,2,1712,2003,-291,0.0
2013-10-15,Sweden,Germany,3,5,1826,2086,-260,0.0
2013-11-13,Jordan,Uruguay,0,5,1573,1918,-345,0.0
2013-11-13,Mexico,New Zealand,5,1,1796,1547,249,2.0
2013-11-14,Belgium,Colombia,0,2,1834,1933,-99,0.0
2013-11-15,South Korea,Switzerland,2,1,1686,1850,-164,2.0
2013-11-15,Saudi Arabia,Iraq,2,1,1482,1520,-38,2.0
2013-11-15,Scotland,United States,0,0,1698,1862,-164,1.0
2013-11-15,Czechia,Canada,2,0,1760,1487,273,2.0
2013-11-15,Argentina,Ecuador,0,0,2020,1836,184,1.0
2013-11-15,Portugal,Sweden,1,0,1931,1826,105,2.0
2013-11-16,Japan,Netherlands,2,2,1764,2003,-239,1.0
2013-11-16,Ivory Coast,Senegal,1,1,1774,1567,207,1.0
2013-11-18,Argentina,Bosnia and Herzegovina,2,0,2020,1783,237,2.0
2013-11-19,Belgium,Japan,2,3,1834,1764,70,0.0
2013-11-19,Egypt,Ghana,2,1,1668,1697,-29,2.0
2013-11-19,South Africa,Spain,1,0,1573,2102,-529,2.0
2013-11-19,Austria,United States,1,0,1662,1862,-200,2.0
2013-11-19,Netherlands,Colombia,0,0,2003,1933,70,1.0
2013-11-19,Norway,Scotland,0,1,1625,1698,-73,0.0
2013-11-19,England,Germany,0,1,1933,2086,-153,0.0
2013-11-19,Sweden,Portugal,2,3,1826,1931,-105,0.0
2013-11-20,Uruguay,Jordan,0,0,1918,1573,345,1.0
2013-11-20,New Zealand,Mexico,2,4,1547,1796,-249,0.0
2013-12-31,Qatar,Saudi Arabia,4,1,1501,1482,19,2.0
2014-01-07,Qatar,Jordan,2,0,1614,1537,77,2.0
2014-01-29,Mexico,South Korea,4,0,1892,1633,259,2.0
2014-02-01,United States,South Korea,2,0,1813,1633,180,2.0
2014-03-05,Japan,New Zealand,4,2,1728,1517,211,2.0
2014-03-05,Ecuador,Australia,4,3,1847,1652,195,2.0
2014-03-05,Egypt,Bosnia and Herzegovina,2,0,1598,1710,-112,2.0
2014-03-05,South Africa,Brazil,0,5,1627,2041,-414,0.0
2014-03-05,Colombia,Tunisia,1,1,2019,1596,423,1.0
2014-03-05,Belgium,Ivory Coast,2,2,1897,1688,209,1.0
2014-03-05,Austria,Uruguay,1,1,1714,1907,-193,1.0
2014-03-05,France,Netherlands,2,0,1965,2029,-64,2.0
2014-03-05,Switzerland,Croatia,2,2,1791,1824,-33,1.0
2014-03-05,Turkey,Sweden,2,1,1684,1783,-99,2.0
2014-03-05,Czechia,Norway,2,2,1804,1625,179,1.0
2014-04-02,United States,Mexico,2,2,1813,1892,-79,1.0
2014-05-17,Netherlands,Ecuador,1,1,2029,1847,182,1.0
2014-05-26,Australia,South Africa,1,1,1652,1627,25,1.0
2014-05-27,France,Norway,4,0,1965,1625,340,2.0
2014-05-28,South Korea,Tunisia,0,1,1633,1596,37,0.0
2014-05-30,New Zealand,South Africa,0,0,1517,1627,-110,1.0
2014-05-30,Bosnia and Herzegovina,Ivory Coast,2,1,1710,1688,22,2.0
2014-05-31,Netherlands,Ghana,1,0,2029,1678,351,2.0
2014-05-31,Colombia,Senegal,2,2,2019,1638,381,1.0
2014-05-31,Mexico,Ecuador,3,1,1892,1847,45,2.0
2014-06-01,United States,Turkey,2,1,1813,1684,129,2.0
2014-06-01,France,Paraguay,1,1,1965,1684,281,1.0
2014-06-01,Sweden,Belgium,0,2,1783,1897,-114,0.0
2014-06-03,Bosnia and Herzegovina,Mexico,1,0,1710,1892,-182,2.0
2014-06-03,Brazil,Panama,4,0,2041,1712,329,2.0
2014-06-03,Czechia,Austria,1,2,1804,1714,90,0.0
2014-06-04,Ecuador,England,2,2,1847,1923,-76,1.0
2014-06-06,Croatia,Australia,1,0,1824,1652,172,2.0
2014-06-06,Colombia,Jordan,3,0,2019,1537,482,2.0
2014-06-06,Portugal,Mexico,1,0,1910,1892,18,2.0
2014-06-07,Belgium,Tunisia,1,0,1897,1596,301,2.0
2014-06-09,Ghana,South Korea,4,0,1678,1633,45,2.0
2014-06-12,Brazil,Croatia,3,1,2041,1824,217,2.0
2014-06-13,Netherlands,Spain,5,1,2029,1952,77,2.0
2014-06-14,Ivory Coast,Japan,2,1,1688,1728,-40,2.0
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,2050,1710,340,2.0
2014-06-15,Switzerland,Ecuador,2,1,1791,1847,-56,2.0
2014-06-16,United States,Ghana,2,1,1813,1678,135,2.0
2014-06-16,Germany,Portugal,4,0,2133,1910,223,2.0
2014-06-17,Belgium,Algeria,2,1,1897,1672,225,2.0
2014-06-17,Brazil,Mexico,0,0,2041,1892,149,1.0
2014-06-18,Netherlands,Australia,3,2,2029,1652,377,2.0
2014-06-19,Colombia,Ivory Coast,2,1,2019,1688,331,2.0
2014-06-19,Uruguay,England,2,1,1907,1923,-16,2.0
2014-06-20,France,Switzerland,5,2,1965,1791,174,2.0
2014-06-21,Argentina,Iran,1,0,2050,1673,377,2.0
2014-06-21,Germany,Ghana,2,2,2133,1678,455,1.0
2014-06-22,Algeria,South Korea,4,2,1672,1633,39,2.0
2014-06-22,Portugal,United States,2,2,1910,1813,97,1.0
2014-06-23,Spain,Australia,3,0,1952,1652,300,2.0
2014-06-23,Mexico,Croatia,3,1,1892,1824,68,2.0
2014-06-24,Colombia,Japan,4,1,2019,1728,291,2.0
2014-06-25,Bosnia and Herzegovina,Iran,3,1,1710,1673,37,2.0
2014-06-25,Ecuador,France,0,0,1847,1965,-118,1.0
2014-06-26,Belgium,South Korea,1,0,1897,1633,264,2.0
2014-06-26,Portugal,Ghana,2,1,1910,1678,232,2.0
2014-06-26,Germany,United States,1,0,2133,1813,320,2.0
2014-06-28,Colombia,Uruguay,2,0,2019,1907,112,2.0
2014-06-29,Netherlands,Mexico,2,1,2029,1892,137,2.0
2014-06-30,Germany,Algeria,2,1,2133,1672,461,2.0
2014-07-01,Belgium,United States,2,1,1897,1813,84,2.0
2014-07-01,Argentina,Switzerland,1,0,2050,1791,259,2.0
2014-07-04,Brazil,Colombia,2,1,2041,2019,22,2.0
2014-07-04,Germany,France,1,0,2133,1965,168,2.0
2014-07-05,Argentina,Belgium,1,0,2050,1897,153,2.0
2014-07-08,Brazil,Germany,1,7,2041,2133,-92,0.0
2014-07-09,Argentina,Netherlands,0,0,2050,2029,21,1.0
2014-07-12,Brazil,Netherlands,0,3,2041,2029,12,0.0
2014-07-13,Germany,Argentina,1,0,2133,2050,83,2.0
2014-09-03,Morocco,Qatar,0,0,1544,1614,-70,1.0
2014-09-03,Czechia,United States,0,1,1804,1813,-9,0.0
2014-09-03,Germany,Argentina,2,4,2133,2050,83,0.0
2014-09-03,England,Norway,1,0,1923,1625,298,2.0
2014-09-04,Belgium,Australia,2,0,1897,1652,245,2.0
2014-09-04,Uzbekistan,Jordan,2,0,1649,1537,112,2.0
2014-09-04,France,Spain,1,0,1965,1952,13,2.0
2014-09-05,Japan,Uruguay,0,2,1728,1907,-179,0.0
2014-09-05,Senegal,Egypt,2,0,1638,1598,40,2.0
2014-09-05,Brazil,Colombia,1,0,2041,2019,22,2.0
2014-09-07,Germany,Scotland,2,1,2133,1722,411,2.0
2014-09-08,Australia,Saudi Arabia,3,2,1652,1472,180,2.0
2014-09-08,South Korea,Uruguay,0,1,1633,1907,-274,0.0
2014-09-08,Uzbekistan,New Zealand,3,1,1649,1517,132,2.0
2014-09-08,Switzerland,England,0,2,1791,1923,-132,0.0
2014-09-08,Austria,Sweden,1,1,1714,1783,-69,1.0
2014-09-09,Brazil,Ecuador,1,0,2041,1847,194,2.0
2014-09-09,Czechia,Netherlands,2,1,1804,2029,-225,2.0
2014-09-10,Egypt,Tunisia,0,1,1598,1596,2,0.0
2014-10-06,Qatar,Uzbekistan,3,0,1614,1649,-35,2.0
2014-10-10,South Korea,Paraguay,2,0,1633,1684,-51,2.0
2014-10-10,Saudi Arabia,Uruguay,1,1,1472,1907,-435,1.0
2014-10-10,Senegal,Tunisia,0,0,1638,1596,42,1.0
2014-10-10,United States,Ecuador,1,1,1813,1847,-34,1.0
2014-10-10,Turkey,Czechia,1,2,1684,1804,-120,0.0
2014-10-11,DR Congo,Ivory Coast,1,2,1469,1688,-219,0.0
2014-10-11,Brazil,Argentina,2,0,2041,2050,-9,2.0
2014-10-11,France,Portugal,2,1,1965,1910,55,2.0
2014-10-12,Mexico,Panama,1,0,1892,1712,180,2.0
2014-10-13,Bosnia and Herzegovina,Belgium,1,1,1710,1897,-187,1.0
2014-10-14,Brazil,Japan,4,0,2041,1728,313,2.0
2014-10-14,Qatar,Australia,1,0,1614,1652,-38,2.0
2014-10-14,Colombia,Canada,1,0,2019,1508,511,2.0
2014-10-15,Ivory Coast,DR Congo,3,4,1688,1469,219,0.0
2014-10-15,Tunisia,Senegal,1,0,1596,1638,-42,2.0
2014-11-12,Netherlands,Mexico,2,3,2029,1892,137,0.0
2014-11-12,Argentina,Croatia,2,1,2050,1824,226,2.0
2014-11-12,Turkey,Brazil,0,4,1684,2041,-357,0.0
2014-11-13,Saudi Arabia,Qatar,1,1,1472,1614,-142,1.0
2014-11-14,Jordan,South Korea,0,1,1537,1633,-96,0.0
2014-11-14,Colombia,United States,2,1,2019,1813,206,2.0
2014-11-15,Egypt,Senegal,0,1,1598,1638,-40,0.0
2014-11-18,Japan,Australia,2,1,1728,1652,76,2.0
2014-11-18,Iran,South Korea,1,0,1673,1633,40,2.0
2014-11-18,Panama,Canada,0,0,1712,1508,204,1.0
2014-11-18,Portugal,Argentina,1,0,1910,2050,-140,2.0
2014-11-18,Austria,Brazil,1,2,1714,2041,-327,0.0
2014-11-18,Scotland,England,1,3,1722,1923,-201,0.0
2014-11-18,France,Sweden,1,0,1965,1783,182,2.0
2014-11-18,Spain,Germany,0,1,1952,2133,-181,0.0
2014-11-19,Tunisia,Egypt,2,1,1596,1598,-2,2.0
2014-11-26,Saudi Arabia,Qatar,1,2,1472,1614,-142,0.0
2014-12-21,Uzbekistan,Jordan,2,1,1649,1537,112,2.0
2014-12-25,Uzbekistan,Iraq,1,0,1649,1512,137,2.0
2014-12-28,Iraq,Uzbekistan,0,0,1512,1649,-137,1.0
2015-01-04,Iran,Iraq,1,0,1728,1512,216,2.0
2015-01-04,South Korea,Saudi Arabia,2,0,1789,1513,276,2.0
2015-01-11,Tunisia,Algeria,1,1,1546,1663,-117,1.0
2015-01-12,Iraq,Jordan,1,0,1512,1531,-19,2.0
2015-01-15,Iran,Qatar,1,0,1728,1569,159,2.0
2015-01-15,Sweden,Ivory Coast,2,0,1765,1733,32,2.0
2015-01-16,Japan,Iraq,1,0,1750,1512,238,2.0
2015-01-17,Australia,South Korea,0,1,1703,1789,-86,0.0
2015-01-18,Uzbekistan,Saudi Arabia,3,1,1650,1513,137,2.0
2015-01-18,Cape Verde,Tunisia,1,1,1541,1546,-5,1.0
2015-01-19,Algeria,South Africa,3,1,1663,1579,84,2.0
2015-01-19,Senegal,Ghana,2,1,1642,1641,1,2.0
2015-01-20,Japan,Jordan,2,0,1750,1531,219,2.0
2015-01-22,South Korea,Uzbekistan,2,0,1789,1650,139,2.0
2015-01-22,Cape Verde,DR Congo,0,0,1541,1504,37,1.0
2015-01-23,Iran,Iraq,3,3,1728,1512,216,1.0
2015-01-23,Senegal,South Africa,1,1,1642,1579,63,1.0
2015-01-23,Ghana,Algeria,1,0,1641,1663,-22,2.0
2015-01-26,South Korea,Iraq,2,0,1789,1512,277,2.0
2015-01-26,DR Congo,Tunisia,1,1,1504,1546,-42,1.0
2015-01-27,Ghana,South Africa,2,1,1641,1579,62,2.0
2015-01-27,Algeria,Senegal,2,0,1663,1642,21,2.0
2015-01-31,Australia,South Korea,2,1,1703,1789,-86,2.0
2015-02-01,Ivory Coast,Algeria,3,1,1733,1663,70,2.0
2015-02-04,Ivory Coast,DR Congo,3,1,1733,1504,229,2.0
2015-02-08,Ghana,Ivory Coast,0,0,1641,1733,-92,1.0
2015-02-08,United States,Panama,2,0,1758,1682,76,2.0
2015-03-25,Germany,Australia,2,2,2068,1703,365,1.0
2015-03-26,Qatar,Algeria,1,0,1569,1663,-94,2.0
2015-03-26,France,Brazil,1,3,1953,2038,-85,0.0
2015-03-27,Japan,Tunisia,2,0,1750,1546,204,2.0
2015-03-27,South Korea,Uzbekistan,1,1,1789,1650,139,1.0
2015-03-28,Iraq,DR Congo,2,1,1512,1504,8,2.0
2015-03-28,Senegal,Ghana,2,1,1642,1641,1,2.0
2015-03-28,Morocco,Uruguay,0,1,1528,1946,-418,0.0
2015-03-28,Mexico,Ecuador,1,0,1906,1914,-8,2.0
2015-03-28,Netherlands,Turkey,1,1,1897,1804,93,1.0
2015-03-28,Croatia,Norway,5,1,1813,1625,188,2.0
2015-03-30,Saudi Arabia,Jordan,2,1,1513,1531,-18,2.0
2015-03-31,Japan,Uzbekistan,5,1,1750,1650,100,2.0
2015-03-31,Sweden,Iran,3,1,1765,1728,37,2.0
2015-03-31,South Korea,New Zealand,1,0,1789,1519,270,2.0
2015-03-31,Iraq,DR Congo,1,0,1512,1504,8,2.0
2015-03-31,Portugal,Cape Verde,0,2,1918,1541,377,0.0
2015-03-31,Switzerland,United States,1,1,1808,1758,50,1.0
2015-03-31,Mexico,Paraguay,1,0,1906,1727,179,2.0
2015-03-31,Argentina,Ecuador,2,1,2023,1914,109,2.0
2015-03-31,Austria,Bosnia and Herzegovina,1,1,1801,1722,79,1.0
2015-03-31,Netherlands,Spain,2,0,1897,2001,-104,2.0
2015-04-15,United States,Mexico,2,0,1758,1906,-148,2.0
2015-06-03,Panama,Ecuador,1,1,1682,1914,-232,1.0
2015-06-05,Scotland,Qatar,1,0,1698,1569,129,2.0
2015-06-05,Netherlands,United States,3,4,1897,1758,139,0.0
2015-06-06,Ecuador,Panama,4,0,1914,1682,232,2.0
2015-06-07,Brazil,Mexico,2,0,2038,1906,132,2.0
2015-06-07,France,Belgium,3,4,1953,1927,26,0.0
2015-06-08,Norway,Sweden,0,0,1625,1765,-140,1.0
2015-06-10,Germany,United States,1,2,2068,1758,310,0.0
2015-06-11,Japan,Iraq,4,0,1750,1512,238,2.0
2015-06-11,Uzbekistan,Iran,0,1,1650,1728,-78,0.0
2015-06-13,Argentina,Paraguay,2,2,2023,1727,296,1.0
2015-06-16,Argentina,Uruguay,1,0,2023,1946,77,2.0
2015-06-17,Colombia,Brazil,1,0,1954,2038,-84,2.0
2015-06-19,Ecuador,Mexico,2,1,1914,1906,8,2.0
2015-06-20,Paraguay,Uruguay,1,1,1727,1946,-219,1.0
2015-06-26,Argentina,Colombia,0,0,2023,1954,69,1.0
2015-06-27,Brazil,Paraguay,1,1,2038,1727,311,1.0
2015-06-30,Argentina,Paraguay,6,1,2023,1727,296,2.0
2015-07-07,Haiti,Panama,1,1,1475,1682,-207,1.0
2015-07-10,United States,Haiti,1,0,1758,1475,283,2.0
2015-07-13,United States,Panama,1,1,1758,1682,76,1.0
2015-07-22,Mexico,Panama,2,1,1906,1682,224,2.0
2015-07-25,United States,Panama,1,1,1758,1682,76,1.0
2015-08-05,Japan,South Korea,1,1,1750,1789,-39,1.0
2015-09-03,Belgium,Bosnia and Herzegovina,3,1,1927,1722,205,2.0
2015-09-04,Panama,Uruguay,0,1,1682,1946,-264,0.0
2015-09-04,Portugal,France,0,1,1918,1953,-35,0.0
2015-09-06,Turkey,Netherlands,3,0,1804,1897,-93,2.0
2015-09-06,Norway,Croatia,2,0,1625,1813,-188,2.0
2015-09-07,Scotland,Germany,2,3,1698,2068,-370,0.0
2015-09-08,South Africa,Senegal,1,0,1579,1642,-63,2.0
2015-09-08,United States,Brazil,1,4,1758,2038,-280,0.0
2015-09-08,Argentina,Mexico,2,2,2023,1906,117,1.0
2015-09-08,England,Switzerland,2,0,1958,1808,150,2.0
2015-09-08,Sweden,Austria,1,4,1765,1801,-36,0.0
2015-10-03,Jordan,Iraq,3,0,1531,1512,19,2.0
2015-10-08,Jordan,Australia,2,0,1531,1703,-172,2.0
2015-10-08,Argentina,Ecuador,0,2,2023,1914,109,0.0
2015-10-09,Morocco,Ivory Coast,0,1,1528,1733,-205,0.0
2015-10-10,United States,Mexico,2,3,1758,1906,-148,0.0
2015-10-10,Czechia,Turkey,0,2,1765,1804,-39,0.0
2015-10-13,Iran,Japan,1,1,1728,1750,-22,1.0
2015-10-13,Canada,Ghana,1,1,1528,1641,-113,1.0
2015-10-13,Algeria,Senegal,1,0,1663,1642,21,2.0
2015-10-13,Mexico,Panama,1,0,1906,1682,224,2.0
2015-10-13,Uruguay,Colombia,3,0,1946,1954,-8,2.0
2015-10-13,Paraguay,Argentina,0,0,1727,2023,-296,1.0
2015-10-13,Netherlands,Czechia,2,3,1897,1765,132,0.0
2015-11-12,Ecuador,Uruguay,2,1,1914,1946,-32,2.0
2015-11-13,Qatar,Turkey,1,2,1569,1804,-235,0.0
2015-11-13,Argentina,Brazil,1,1,2023,2038,-15,1.0
2015-11-13,Spain,England,2,0,2001,1958,43,2.0
2015-11-13,France,Germany,2,0,1953,2068,-115,2.0
2015-11-17,Colombia,Argentina,0,1,1954,2023,-69,0.0
2015-11-17,England,France,2,0,1958,1953,5,2.0
2015-11-17,Austria,Switzerland,1,2,1801,1808,-7,0.0
2016-01-27,Egypt,Jordan,0,1,1656,1505,151,0.0
2016-02-05,United States,Canada,1,0,1735,1516,219,2.0
2016-03-24,Ecuador,Paraguay,2,2,1849,1701,148,1.0
2016-03-24,Czechia,Scotland,0,1,1697,1669,28,0.0
2016-03-24,Turkey,Sweden,2,1,1784,1766,18,2.0
2016-03-25,Canada,Mexico,0,3,1516,1911,-395,0.0
2016-03-25,Haiti,Panama,0,0,1475,1688,-213,1.0
2016-03-25,Brazil,Uruguay,2,2,2087,1914,173,1.0
2016-03-25,Netherlands,France,2,3,1888,2008,-120,0.0
2016-03-26,Cape Verde,Morocco,0,1,1428,1600,-172,0.0
2016-03-26,Germany,England,2,3,2037,1927,110,0.0
2016-03-29,Australia,Jordan,5,1,1712,1505,207,2.0
2016-03-29,Morocco,Cape Verde,2,0,1600,1428,172,2.0
2016-03-29,Mexico,Canada,2,0,1911,1516,395,2.0
2016-03-29,Panama,Haiti,1,0,1688,1475,213,2.0
2016-03-29,Paraguay,Brazil,2,2,1701,2087,-386,1.0
2016-03-29,Colombia,Ecuador,3,1,1929,1849,80,2.0
2016-03-29,England,Netherlands,1,2,1927,1888,39,0.0
2016-03-29,Austria,Turkey,1,2,1686,1784,-98,0.0
2016-03-29,Portugal,Belgium,2,1,1929,1904,25,2.0
2016-03-29,Switzerland,Bosnia and Herzegovina,0,2,1856,1755,101,0.0
2016-03-29,Sweden,Czechia,1,1,1766,1697,69,1.0
2016-05-22,England,Turkey,2,1,1927,1784,143,2.0
2016-05-25,United States,Ecuador,1,0,1735,1849,-114,2.0
2016-05-27,England,Australia,2,1,1927,1712,215,2.0
2016-05-28,Mexico,Paraguay,1,0,1911,1701,210,2.0
2016-05-28,Switzerland,Belgium,1,2,1856,1904,-48,0.0
2016-05-29,Colombia,Haiti,3,1,1929,1475,454,2.0
2016-05-29,Brazil,Panama,2,0,2087,1688,399,2.0
2016-05-29,Portugal,Norway,3,0,1929,1576,353,2.0
2016-05-29,Spain,Bosnia and Herzegovina,3,1,1978,1755,223,2.0
2016-06-01,Spain,South Korea,6,1,1978,1790,188,2.0
2016-06-02,England,Portugal,1,0,1927,1929,-2,2.0
2016-06-03,United States,Colombia,0,2,1735,1929,-194,0.0
2016-06-04,Brazil,Ecuador,0,0,2087,1849,238,1.0
2016-06-04,France,Scotland,3,0,2008,1669,339,2.0
2016-06-04,Austria,Netherlands,0,2,1686,1888,-202,0.0
