date,home_team,away_team,home_score,away_score,home_elo,away_elo,Elo_Diff,Match_Outcome
2009-06-20,Iraq,New Zealand,0,0,1557,1523,34,1.0
2009-06-20,South Africa,Spain,0,2,1519,2094,-575,0.0
2009-06-21,United States,Egypt,3,0,1802,1696,106,2.0
2009-06-24,United States,Spain,2,0,1802,2094,-292,2.0
2009-06-25,South Africa,Brazil,0,1,1519,2103,-584,0.0
2009-06-28,South Africa,Spain,2,3,1519,2094,-575,0.0
2009-06-28,Brazil,United States,3,2,2103,1802,301,2.0
2009-07-09,Mexico,Panama,1,1,1890,1550,340,1.0
2009-07-11,United States,Haiti,2,2,1802,1429,373,1.0
2009-07-18,United States,Panama,2,1,1802,1550,252,2.0
2009-07-19,Mexico,Haiti,4,0,1890,1429,461,2.0
2009-07-26,United States,Mexico,0,5,1802,1890,-88,0.0
2009-08-12,Bosnia and Herzegovina,Iran,2,3,1642,1634,8,0.0
2009-08-12,South Korea,Paraguay,1,0,1749,1760,-11,2.0
2009-08-12,Senegal,DR Congo,2,1,1544,1423,121,2.0
2009-08-12,Tunisia,Ivory Coast,0,0,1622,1760,-138,1.0
2009-08-12,Algeria,Uruguay,1,0,1580,1814,-234,2.0
2009-08-12,Mexico,United States,2,1,1890,1802,88,2.0
2009-08-12,Norway,Scotland,4,0,1747,1670,77,2.0
2009-08-12,Netherlands,England,2,2,2031,1985,46,1.0
2009-08-12,Czechia,Belgium,3,1,1746,1586,160,2.0
2009-09-05,Netherlands,Japan,3,0,2031,1788,243,2.0
2009-09-05,South Korea,Australia,3,1,1749,1788,-39,2.0
2009-09-05,Uzbekistan,Iran,0,0,1546,1634,-88,1.0
2009-09-05,Germany,South Africa,2,0,1961,1519,442,2.0
2009-09-05,Argentina,Brazil,1,3,1897,2103,-206,0.0
2009-09-05,Colombia,Ecuador,2,0,1759,1722,37,2.0
2009-09-05,Spain,Belgium,5,0,2094,1586,508,2.0
2009-09-09,Japan,Ghana,4,3,1788,1686,102,2.0
2009-09-09,Jordan,New Zealand,1,3,1463,1523,-60,0.0
2009-09-09,Uruguay,Colombia,3,1,1814,1759,55,2.0
2009-09-09,Paraguay,Argentina,1,0,1760,1897,-137,2.0
2009-09-09,Scotland,Netherlands,0,1,1670,2031,-361,0.0
2009-09-09,England,Croatia,5,1,1985,1888,97,2.0
2009-09-09,Bosnia and Herzegovina,Turkey,1,1,1642,1784,-142,1.0
2009-09-30,Argentina,Ghana,2,0,1897,1686,211,2.0
2009-09-30,Colombia,Mexico,2,1,1759,1890,-131,2.0
2009-10-08,Croatia,Qatar,3,2,1888,1531,357,2.0
2009-10-10,Japan,Scotland,2,0,1788,1670,118,2.0
2009-10-10,Australia,Netherlands,0,0,1788,2031,-243,1.0
2009-10-10,Norway,South Africa,1,0,1747,1519,228,2.0
2009-10-10,Ecuador,Uruguay,1,2,1722,1814,-92,0.0
2009-10-10,Belgium,Turkey,2,0,1586,1784,-198,2.0
2009-10-14,South Korea,Senegal,2,0,1749,1544,205,2.0
2009-10-14,Tunisia,Saudi Arabia,0,1,1622,1681,-59,0.0
2009-10-14,DR Congo,Qatar,2,2,1423,1531,-108,1.0
2009-10-14,Uruguay,Argentina,0,1,1814,1897,-83,0.0
2009-10-14,Paraguay,Colombia,0,2,1760,1759,1,0.0
2009-10-14,France,Austria,3,1,1890,1587,303,2.0
2009-10-14,Bosnia and Herzegovina,Spain,2,5,1642,2094,-452,0.0
2009-11-13,Qatar,Paraguay,2,0,1531,1760,-229,2.0
2009-11-14,South Africa,Japan,0,0,1519,1788,-269,1.0
2009-11-14,Iran,Jordan,1,0,1634,1463,171,2.0
2009-11-14,Egypt,Algeria,2,0,1696,1580,116,2.0
2009-11-14,Spain,Argentina,2,1,2094,1897,197,2.0
2009-11-14,Brazil,England,1,0,2103,1985,118,2.0
2009-11-14,Switzerland,Norway,0,1,1792,1747,45,0.0
2009-11-14,Portugal,Bosnia and Herzegovina,1,0,1874,1642,232,2.0
2009-11-17,Belgium,Qatar,2,0,1586,1531,55,2.0
2009-11-18,Algeria,Egypt,1,0,1580,1696,-116,2.0
2009-11-18,Germany,Ivory Coast,2,2,1961,1760,201,1.0
2009-11-18,Netherlands,Paraguay,0,0,2031,1760,271,1.0
2009-11-18,Austria,Spain,1,5,1587,2094,-507,0.0
2009-11-18,Bosnia and Herzegovina,Portugal,0,1,1642,1874,-232,0.0
2009-11-22,Jordan,Iran,1,0,1463,1634,-171,2.0
2009-12-28,Qatar,Iran,3,2,1531,1634,-103,2.0
2010-01-15,Ivory Coast,Ghana,3,1,1712,1741,-29,2.0
2010-01-24,Algeria,Ivory Coast,3,2,1461,1712,-251,2.0
2010-01-28,Egypt,Algeria,4,0,1777,1461,316,2.0
2010-01-31,Egypt,Ghana,1,0,1777,1741,36,2.0
2010-02-14,Japan,South Korea,1,3,1785,1740,45,0.0
2010-03-03,South Korea,Ivory Coast,2,0,1740,1712,28,2.0
2010-03-03,England,Egypt,3,1,1924,1777,147,2.0
2010-03-03,Bosnia and Herzegovina,Ghana,2,1,1628,1741,-113,2.0
2010-03-03,Netherlands,United States,2,1,2104,1767,337,2.0
2010-03-03,Mexico,New Zealand,2,0,1845,1570,275,2.0
2010-03-03,Switzerland,Uruguay,1,3,1753,1891,-138,0.0
2010-03-03,Germany,Argentina,0,1,2067,1993,74,0.0
2010-03-03,Scotland,Czechia,1,0,1657,1740,-83,2.0
2010-03-03,Belgium,Croatia,0,1,1619,1912,-293,0.0
2010-03-03,France,Spain,0,2,1802,2115,-313,0.0
2010-03-31,Paraguay,South Africa,1,1,1784,1606,178,1.0
2010-05-05,Argentina,Haiti,4,0,1993,1433,560,2.0
2010-05-07,Ecuador,Mexico,0,0,1727,1845,-118,1.0
2010-05-10,Mexico,Senegal,1,0,1845,1578,267,2.0
2010-05-16,South Korea,Ecuador,2,0,1740,1727,13,2.0
2010-05-19,Austria,Croatia,0,1,1604,1912,-308,0.0
2010-05-21,Saudi Arabia,DR Congo,2,0,1659,1392,267,2.0
2010-05-22,Turkey,Czechia,2,1,1777,1740,37,2.0
2010-05-24,Japan,South Korea,0,2,1785,1740,45,0.0
2010-05-24,Australia,New Zealand,2,1,1775,1570,205,2.0
2010-05-24,Portugal,Cape Verde,0,0,1898,1399,499,1.0
2010-05-24,Argentina,Canada,5,0,1993,1599,394,2.0
2010-05-24,England,Mexico,3,1,1924,1845,79,2.0
2010-05-25,United States,Czechia,2,4,1767,1740,27,0.0
2010-05-26,Netherlands,Mexico,2,1,2104,1845,259,2.0
2010-05-27,South Africa,Colombia,2,1,1606,1763,-157,2.0
2010-05-29,Spain,Saudi Arabia,3,2,2115,1659,456,2.0
2010-05-29,United States,Turkey,2,1,1767,1777,-10,2.0
2010-05-29,Sweden,Bosnia and Herzegovina,4,2,1812,1628,184,2.0
2010-05-30,England,Japan,2,1,1924,1785,139,2.0
2010-05-30,Tunisia,France,1,1,1574,1802,-228,1.0
2010-05-30,Ivory Coast,Paraguay,2,2,1712,1784,-72,1.0
2010-06-01,Netherlands,Ghana,4,1,2104,1741,363,2.0
2010-06-03,Spain,South Korea,1,0,2115,1740,375,2.0
2010-06-03,Germany,Bosnia and Herzegovina,3,1,2067,1628,439,2.0
2010-06-04,Ivory Coast,Japan,2,0,1712,1785,-73,2.0
2010-06-05,United States,Australia,3,1,1767,1775,-8,2.0
2010-06-11,South Africa,Mexico,1,1,1606,1845,-239,1.0
2010-06-11,France,Uruguay,0,0,1802,1891,-89,1.0
2010-06-12,England,United States,1,1,1924,1767,157,1.0
2010-06-13,Germany,Australia,4,0,2067,1775,292,2.0
2010-06-15,Ivory Coast,Portugal,0,0,1712,1898,-186,1.0
2010-06-16,South Africa,Uruguay,0,3,1606,1891,-285,0.0
2010-06-16,Switzerland,Spain,1,0,1753,2115,-362,2.0
2010-06-17,Argentina,South Korea,4,1,1993,1740,253,2.0
2010-06-17,Mexico,France,2,0,1845,1802,43,2.0
2010-06-18,Algeria,England,0,0,1461,1924,-463,1.0
2010-06-19,Netherlands,Japan,1,0,2104,1785,319,2.0
2010-06-19,Australia,Ghana,1,1,1775,1741,34,1.0
2010-06-20,Brazil,Ivory Coast,3,1,2095,1712,383,2.0
2010-06-22,South Africa,France,2,1,1606,1802,-196,2.0
2010-06-22,Uruguay,Mexico,1,0,1891,1845,46,2.0
2010-06-23,Germany,Ghana,1,0,2067,1741,326,2.0
2010-06-23,United States,Algeria,1,0,1767,1461,306,2.0
2010-06-24,New Zealand,Paraguay,0,0,1570,1784,-214,1.0
2010-06-25,Brazil,Portugal,0,0,2095,1898,197,1.0
2010-06-26,Uruguay,South Korea,2,1,1891,1740,151,2.0
2010-06-26,Ghana,United States,2,1,1741,1767,-26,2.0
2010-06-27,Argentina,Mexico,3,1,1993,1845,148,2.0
2010-06-27,Germany,England,4,1,2067,1924,143,2.0
2010-06-29,Japan,Paraguay,0,0,1785,1784,1,1.0
2010-06-29,Spain,Portugal,1,0,2115,1898,217,2.0
2010-07-02,Ghana,Uruguay,1,1,1741,1891,-150,1.0
2010-07-02,Netherlands,Brazil,2,1,2104,2095,9,2.0
2010-07-03,Germany,Argentina,4,0,2067,1993,74,2.0
2010-07-03,Spain,Paraguay,1,0,2115,1784,331,2.0
2010-07-06,Netherlands,Uruguay,3,2,2104,1891,213,2.0
2010-07-07,Spain,Germany,1,0,2115,2067,48,2.0
2010-07-10,Germany,Uruguay,3,2,2067,1891,176,2.0
2010-07-11,Spain,Netherlands,1,0,2115,2104,11,2.0
2010-08-10,Bosnia and Herzegovina,Qatar,1,1,1628,1520,108,1.0
2010-08-10,United States,Brazil,0,2,1767,2095,-328,0.0
2010-08-11,Egypt,DR Congo,6,3,1777,1392,385,2.0
2010-08-11,South Africa,Ghana,1,0,1606,1741,-135,2.0
2010-08-11,Senegal,Cape Verde,1,0,1578,1399,179,2.0
2010-08-11,Mexico,Spain,1,1,1845,2115,-270,1.0
2010-08-11,Sweden,Scotland,3,0,1812,1657,155,2.0
2010-08-11,Austria,Switzerland,0,1,1604,1753,-149,0.0
2010-08-11,Norway,France,2,1,1808,1802,6,2.0
2010-09-03,Switzerland,Australia,0,0,1753,1775,-22,1.0
2010-09-03,Belgium,Germany,0,1,1619,2067,-448,0.0
2010-09-04,Japan,Paraguay,1,0,1785,1784,1,2.0
2010-09-04,Mexico,Ecuador,1,2,1845,1727,118,0.0
2010-09-05,DR Congo,Senegal,2,4,1392,1578,-186,0.0
2010-09-07,South Korea,Iran,0,1,1740,1693,47,0.0
2010-09-07,Mexico,Colombia,1,0,1845,1763,82,2.0
2010-09-07,Argentina,Spain,4,1,1993,2115,-122,2.0
2010-09-07,Switzerland,England,1,3,1753,1924,-171,0.0
2010-09-07,Turkey,Belgium,3,2,1777,1619,158,2.0
2010-09-07,Bosnia and Herzegovina,France,0,2,1628,1802,-174,0.0
2010-09-07,Norway,Portugal,1,0,1808,1898,-90,2.0
2010-09-16,Jordan,Iraq,4,1,1471,1589,-118,2.0
2010-10-01,Iran,Iraq,2,1,1693,1589,104,2.0
2010-10-07,Brazil,Iran,3,0,2095,1693,402,2.0
2010-10-08,Japan,Argentina,1,0,1785,1993,-208,2.0
2010-10-08,Colombia,Ecuador,1,0,1763,1727,36,2.0
2010-10-08,Czechia,Scotland,1,0,1740,1657,83,2.0
2010-10-08,Germany,Turkey,3,0,2067,1777,290,2.0
2010-10-09,Australia,Paraguay,1,0,1775,1784,-9,2.0
2010-10-09,Saudi Arabia,Uzbekistan,4,0,1659,1507,152,2.0
2010-10-12,South Korea,Japan,0,0,1740,1785,-45,1.0
2010-10-12,Qatar,Iraq,1,2,1520,1589,-69,0.0
2010-10-12,United States,Colombia,0,0,1767,1763,4,1.0
2010-10-12,New Zealand,Paraguay,0,2,1570,1784,-214,0.0
2010-10-12,Scotland,Spain,2,3,1657,2115,-458,0.0
2010-10-12,Belgium,Austria,4,4,1619,1604,15,1.0
2010-10-12,Netherlands,Sweden,4,1,2104,1812,292,2.0
2010-10-12,Croatia,Norway,2,1,1912,1808,104,2.0
2010-11-17,Egypt,Australia,3,0,1777,1775,2,2.0
2010-11-17,Ghana,Saudi Arabia,0,0,1741,1659,82,1.0
2010-11-17,South Africa,United States,0,1,1606,1767,-161,0.0
2010-11-17,Argentina,Brazil,1,0,1993,2095,-102,2.0
2010-11-17,England,France,1,2,1924,1802,122,0.0
2010-11-17,Netherlands,Turkey,1,0,2104,1777,327,2.0
2010-11-17,Sweden,Germany,0,0,1812,2067,-255,1.0
2010-11-17,Portugal,Spain,4,0,1898,2115,-217,2.0
2010-11-18,Qatar,Haiti,0,1,1520,1433,87,0.0
2010-11-28,Qatar,Saudi Arabia,1,1,1520,1659,-139,1.0
2010-12-16,Qatar,Egypt,2,1,1520,1777,-257,2.0
2010-12-28,Qatar,Iran,0,0,1520,1693,-173,1.0
2010-12-28,Saudi Arabia,Iraq,0,1,1659,1589,70,0.0
2011-01-02,Jordan,Uzbekistan,2,2,1566,1620,-54,1.0
2011-01-07,Qatar,Uzbekistan,0,2,1501,1620,-119,0.0
2011-01-09,Japan,Jordan,1,1,1802,1566,236,1.0
2011-01-11,Iran,Iraq,2,1,1744,1586,158,2.0
2011-01-13,Jordan,Saudi Arabia,1,0,1566,1527,39,2.0
2011-01-14,Australia,South Korea,1,1,1817,1767,50,1.0
2011-01-17,Japan,Saudi Arabia,5,0,1802,1527,275,2.0
2011-01-21,Qatar,Japan,2,3,1501,1802,-301,0.0
2011-01-21,Uzbekistan,Jordan,2,1,1620,1566,54,2.0
2011-01-22,Australia,Iraq,1,0,1817,1586,231,2.0
2011-01-22,South Korea,Iran,1,0,1767,1744,23,2.0
2011-01-25,Japan,South Korea,2,2,1802,1767,35,1.0
2011-01-25,Australia,Uzbekistan,6,0,1817,1620,197,2.0
2011-01-28,South Korea,Uzbekistan,3,2,1767,1620,147,2.0
2011-01-29,Japan,Australia,1,0,1802,1817,-15,2.0
2011-02-09,Turkey,South Korea,0,0,1744,1767,-23,1.0
2011-02-09,Mexico,Bosnia and Herzegovina,2,0,1864,1694,170,2.0
2011-02-09,Argentina,Portugal,2,1,1915,1901,14,2.0
2011-02-09,France,Brazil,1,0,1839,2064,-225,2.0
2011-02-09,Spain,Colombia,1,0,2116,1767,349,2.0
2011-02-09,Netherlands,Austria,3,1,2067,1578,489,2.0
2011-02-09,Croatia,Czechia,4,2,1890,1794,96,2.0
2011-03-25,Austria,Belgium,0,2,1578,1683,-105,0.0
2011-03-25,Spain,Czechia,2,1,2116,1794,322,2.0
2011-03-26,South Africa,Egypt,1,0,1598,1720,-122,2.0
2011-03-26,United States,Argentina,1,1,1715,1915,-200,1.0
2011-03-26,Mexico,Paraguay,3,1,1864,1783,81,2.0
2011-03-26,Colombia,Ecuador,2,0,1767,1778,-11,2.0
2011-03-27,Algeria,Morocco,1,0,1480,1565,-85,2.0
2011-03-27,Brazil,Scotland,2,0,2064,1702,362,2.0
2011-03-29,Germany,Australia,1,2,2082,1817,265,0.0
2011-03-29,England,Ghana,1,1,1955,1773,182,1.0
2011-03-29,United States,Paraguay,0,1,1715,1783,-68,0.0
2011-03-29,Turkey,Austria,2,0,1744,1578,166,2.0
2011-03-29,France,Croatia,0,0,1839,1890,-51,1.0
2011-04-20,Argentina,Ecuador,2,2,1915,1778,137,1.0
2011-05-25,Argentina,Paraguay,4,2,1915,1783,132,2.0
2011-05-28,Ecuador,Mexico,1,1,1778,1864,-86,1.0
2011-05-29,Germany,Uruguay,2,1,2082,1992,90,2.0
2011-06-01,Canada,Ecuador,2,2,1594,1778,-184,1.0
2011-06-01,Mexico,New Zealand,3,0,1864,1564,300,2.0
2011-06-03,Austria,Germany,1,2,1578,2082,-504,0.0
2011-06-03,Belgium,Turkey,1,1,1683,1744,-61,1.0
2011-06-04,Morocco,Algeria,4,0,1565,1480,85,2.0
2011-06-04,United States,Spain,0,4,1715,2116,-401,0.0
2011-06-04,Brazil,Netherlands,0,0,2064,2067,-3,1.0
2011-06-04,England,Switzerland,2,2,1955,1766,189,1.0
2011-06-04,Portugal,Norway,1,0,1901,1754,147,2.0
2011-06-05,Australia,New Zealand,3,0,1817,1564,253,2.0
2011-06-05,Egypt,South Africa,0,0,1720,1598,122,1.0
2011-06-07,Japan,Czechia,0,0,1802,1794,8,1.0
2011-06-07,South Korea,Ghana,2,1,1767,1773,-6,2.0
2011-06-07,United States,Canada,2,0,1715,1594,121,2.0
2011-06-08,Uruguay,Netherlands,1,1,1992,2067,-75,1.0
2011-06-11,United States,Panama,1,2,1715,1666,49,0.0
2011-06-14,Canada,Panama,1,1,1594,1666,-72,1.0
2011-06-22,United States,Panama,1,0,1715,1666,49,2.0
2011-06-25,United States,Mexico,2,4,1715,1864,-149,0.0
2011-07-03,Ecuador,Paraguay,0,0,1778,1783,-5,1.0
2011-07-06,Argentina,Colombia,0,0,1915,1767,148,1.0
2011-07-09,Brazil,Paraguay,2,2,2064,1783,281,1.0
2011-07-12,Uruguay,Mexico,1,0,1992,1864,128,2.0
2011-07-13,Jordan,Saudi Arabia,1,1,1566,1527,39,1.0
2011-07-13,Brazil,Ecuador,4,2,2064,1778,286,2.0
2011-07-16,Jordan,Iraq,1,1,1566,1586,-20,1.0
2011-07-16,Argentina,Uruguay,1,1,1915,1992,-77,1.0
2011-07-17,Brazil,Paraguay,0,0,2064,1783,281,1.0
2011-07-24,Uruguay,Paraguay,3,0,1992,1783,209,2.0
2011-08-10,Japan,South Korea,3,0,1802,1767,35,2.0
2011-08-10,Senegal,Morocco,0,2,1619,1565,54,0.0
2011-08-10,United States,Mexico,1,1,1715,1864,-149,1.0
2011-08-10,Germany,Brazil,3,2,2082,2064,18,2.0
2011-08-10,Norway,Czechia,3,0,1754,1794,-40,2.0
2011-08-19,Qatar,Iraq,0,1,1501,1586,-85,0.0
2011-08-22,Jordan,Tunisia,3,3,1566,1577,-11,1.0
2011-09-02,Iraq,Jordan,0,2,1586,1566,20,0.0
2011-09-02,Panama,Paraguay,0,2,1666,1783,-117,0.0
2011-09-02,Germany,Austria,6,2,2082,1578,504,2.0
2011-09-03,Senegal,DR Congo,2,0,1619,1423,196,2.0
2011-09-03,Scotland,Czechia,2,2,1702,1794,-92,1.0
2011-09-05,Brazil,Ghana,1,0,2064,1773,291,2.0
2011-09-06,Uzbekistan,Japan,1,1,1620,1802,-182,1.0
2011-09-06,Saudi Arabia,Australia,1,3,1527,1817,-290,0.0
2011-09-06,Qatar,Iran,1,1,1501,1744,-243,1.0
2011-09-06,Belgium,United States,1,0,1683,1715,-32,2.0
2011-09-06,Curaçao,Haiti,2,4,1066,1413,-347,0.0
2011-09-06,Austria,Turkey,0,0,1578,1744,-166,1.0
2011-09-14,Argentina,Brazil,0,0,1915,2064,-149,1.0
2011-09-28,Brazil,Argentina,2,0,2064,1915,149,2.0
2011-10-07,Turkey,Germany,1,3,1744,2082,-338,0.0
2011-10-07,Czechia,Spain,0,2,1794,2116,-322,0.0
2011-10-11,United States,Ecuador,0,1,1715,1778,-63,0.0
2011-10-11,Mexico,Brazil,1,2,1864,2064,-200,0.0
2011-10-11,Haiti,Curaçao,2,2,1413,1066,347,1.0
2011-10-11,Paraguay,Uruguay,1,1,1783,1992,-209,1.0
2011-10-11,Spain,Scotland,3,1,2116,1702,414,2.0
2011-10-11,Germany,Belgium,3,1,2082,1683,399,2.0
2011-10-11,France,Bosnia and Herzegovina,1,1,1839,1694,145,1.0
2011-10-11,Sweden,Netherlands,3,2,1861,2067,-206,2.0
2011-11-11,France,United States,1,0,1839,1715,124,2.0
2011-11-11,Paraguay,Ecuador,2,1,1783,1778,5,2.0
2011-11-11,Netherlands,Switzerland,0,0,2067,1766,301,1.0
2011-11-11,Bosnia and Herzegovina,Portugal,0,0,1694,1901,-207,1.0
2011-11-11,Turkey,Croatia,0,3,1744,1890,-146,0.0
2011-11-12,South Africa,Ivory Coast,1,1,1598,1761,-163,1.0
2011-11-12,Algeria,Tunisia,1,0,1480,1577,-97,2.0
2011-11-12,England,Spain,1,0,1955,2116,-161,2.0
2011-11-14,Brazil,Egypt,2,0,2064,1720,344,2.0
2011-11-15,Jordan,Iraq,1,3,1566,1586,-20,0.0
2011-11-15,Colombia,Argentina,1,2,1767,1915,-148,0.0
2011-11-15,England,Sweden,1,0,1955,1861,94,2.0
2011-11-15,France,Belgium,0,0,1839,1683,156,1.0
2011-11-15,Germany,Netherlands,3,0,2082,2067,15,2.0
2011-11-15,Portugal,Bosnia and Herzegovina,6,2,1901,1694,207,2.0
2011-11-15,Croatia,Turkey,0,0,1890,1744,146,1.0
2011-12-16,Qatar,Iraq,0,0,1501,1586,-85,1.0
2012-01-13,Ivory Coast,Tunisia,2,0,1835,1600,235,2.0
2012-01-15,South Africa,Ghana,1,1,1565,1676,-111,1.0
2012-01-23,Tunisia,Morocco,2,1,1600,1543,57,2.0
2012-01-25,Panama,United States,0,1,1680,1770,-90,0.0
2012-02-05,Ghana,Tunisia,2,1,1676,1600,76,2.0
2012-02-23,Iran,Jordan,2,2,1657,1488,169,1.0
2012-02-25,South Korea,Uzbekistan,4,2,1762,1655,107,2.0
2012-02-28,Brazil,Bosnia and Herzegovina,2,1,2061,1746,315,2.0
2012-02-29,Japan,Uzbekistan,0,1,1819,1655,164,0.0
2012-02-29,Australia,Saudi Arabia,4,2,1773,1493,280,2.0
2012-02-29,Iran,Qatar,2,2,1657,1476,181,1.0
2012-02-29,South Africa,Senegal,0,0,1565,1521,44,1.0
2012-02-29,Colombia,Mexico,2,0,1901,1915,-14,2.0
2012-02-29,Paraguay,Panama,1,0,1719,1680,39,2.0
2012-02-29,Switzerland,Argentina,1,3,1829,2014,-185,0.0
2012-02-29,England,Netherlands,2,3,1952,1996,-44,0.0
2012-02-29,Germany,France,1,2,2052,1889,163,0.0
2012-02-29,Croatia,Sweden,1,3,1879,1907,-28,0.0
2012-03-02,DR Congo,Egypt,0,0,1434,1660,-226,1.0
2012-04-17,Egypt,Iraq,0,0,1660,1591,69,1.0
2012-05-25,Morocco,Senegal,0,1,1543,1521,22,0.0
2012-05-26,United States,Scotland,5,1,1770,1655,115,2.0
2012-05-26,Norway,England,0,1,1758,1952,-194,0.0
2012-05-26,Switzerland,Germany,5,3,1829,2052,-223,2.0
2012-05-30,Spain,South Korea,4,1,2148,1762,386,2.0
2012-05-30,United States,Brazil,1,4,1770,2061,-291,0.0
2012-05-31,Mexico,Bosnia and Herzegovina,2,1,1915,1746,169,2.0
2012-06-02,Argentina,Ecuador,4,0,2014,1850,164,2.0
2012-06-02,England,Belgium,1,0,1952,1786,166,2.0
2012-06-02,Norway,Croatia,1,1,1758,1879,-121,1.0
2012-06-02,Portugal,Turkey,1,3,1904,1701,203,0.0
2012-06-03,Uzbekistan,Iran,0,1,1655,1657,-2,0.0
2012-06-03,Jordan,Iraq,1,1,1488,1591,-103,1.0
2012-06-03,Canada,United States,0,0,1584,1770,-186,1.0
2012-06-03,Mexico,Brazil,2,0,1915,2061,-146,2.0
2012-06-08,Japan,Jordan,6,0,1819,1488,331,2.0
2012-06-08,Qatar,South Korea,1,4,1476,1762,-286,0.0
2012-06-09,Cape Verde,Tunisia,1,2,1424,1600,-176,0.0
2012-06-09,Morocco,Ivory Coast,2,2,1543,1835,-292,1.0
2012-06-09,Argentina,Brazil,4,3,2014,2061,-47,2.0
2012-06-09,Germany,Portugal,1,0,2052,1904,148,2.0
2012-06-10,Ecuador,Colombia,1,0,1850,1901,-51,2.0
2012-06-11,England,France,1,1,1952,1889,63,1.0
2012-06-12,Australia,Japan,1,1,1773,1819,-46,1.0
2012-06-12,Iran,Qatar,0,0,1657,1476,181,1.0
2012-06-13,Germany,Netherlands,2,1,2052,1996,56,2.0
2012-06-15,England,Sweden,3,2,1952,1907,45,2.0
2012-06-17,Portugal,Netherlands,2,1,1904,1996,-92,2.0
2012-06-18,Spain,Croatia,1,0,2148,1879,269,2.0
2012-06-19,Sweden,France,2,0,1907,1889,18,2.0
2012-06-21,Portugal,Czechia,1,0,1904,1774,130,2.0
2012-06-23,Spain,France,2,0,2148,1889,259,2.0
2012-06-27,Portugal,Spain,0,0,1904,2148,-244,1.0
2012-07-03,Morocco,Iraq,2,1,1543,1591,-48,2.0
2012-07-05,Saudi Arabia,Iraq,0,1,1493,1591,-98,0.0
2012-08-13,Jordan,Uzbekistan,0,1,1488,1655,-167,0.0
2012-08-15,Scotland,Australia,3,1,1655,1773,-118,2.0
2012-08-15,Iran,Tunisia,2,2,1657,1600,57,1.0
2012-08-15,Jordan,Uzbekistan,2,0,1488,1655,-167,2.0
2012-08-15,Mexico,United States,0,1,1915,1770,145,0.0
2012-08-15,Portugal,Panama,2,0,1904,1680,224,2.0
2012-08-15,France,Uruguay,0,0,1889,1855,34,1.0
2012-08-15,Germany,Argentina,1,3,2052,2014,38,0.0
2012-08-15,Sweden,Brazil,0,3,1907,2061,-154,0.0
2012-08-15,Austria,Turkey,2,0,1603,1701,-98,2.0
2012-08-15,Belgium,Netherlands,4,2,1786,1996,-210,2.0
2012-08-15,Croatia,Switzerland,2,4,1879,1829,50,0.0
2012-09-05,Jordan,Iran,0,0,1488,1657,-169,1.0
2012-09-07,Spain,Saudi Arabia,5,0,2148,1493,655,2.0
2012-09-07,Brazil,South Africa,1,0,2061,1565,496,2.0
2012-09-07,Canada,Panama,1,0,1584,1680,-96,2.0
2012-09-07,Colombia,Uruguay,4,0,1901,1855,46,2.0
2012-09-07,Argentina,Paraguay,3,1,2014,1719,295,2.0
2012-09-07,Netherlands,Turkey,2,0,1996,1701,295,2.0
2012-09-08,Ivory Coast,Senegal,4,2,1835,1521,314,2.0
2012-09-11,Japan,Iraq,1,0,1819,1591,228,2.0
2012-09-11,Jordan,Australia,2,1,1488,1773,-285,2.0
2012-09-11,Uzbekistan,South Korea,2,2,1655,1762,-107,1.0
2012-09-11,Panama,Canada,2,0,1680,1584,96,2.0
2012-09-11,Uruguay,Ecuador,1,1,1855,1850,5,1.0
2012-09-11,Austria,Germany,1,2,1603,2052,-449,0.0
2012-09-11,Belgium,Croatia,1,1,1786,1879,-93,1.0
2012-09-19,Brazil,Argentina,2,1,2061,2014,47,2.0
2012-10-08,Qatar,Jordan,1,1,1476,1488,-12,1.0
2012-10-11,Brazil,Iraq,6,0,2061,1591,470,2.0
2012-10-12,France,Japan,0,1,1889,1819,70,0.0
2012-10-12,Argentina,Uruguay,3,0,2014,1855,159,2.0
2012-10-12,Colombia,Paraguay,2,0,1901,1719,182,2.0
2012-10-12,Switzerland,Norway,1,1,1829,1758,71,1.0
2012-10-13,Senegal,Ivory Coast,0,2,1521,1835,-314,0.0
2012-10-16,Brazil,Japan,4,0,2061,1819,242,2.0
2012-10-16,Australia,Iraq,2,1,1773,1591,182,2.0
2012-10-16,Iran,South Korea,1,0,1657,1762,-105,2.0
2012-10-16,Qatar,Uzbekistan,0,1,1476,1655,-179,0.0
2012-10-16,Tunisia,Egypt,1,0,1600,1660,-60,2.0
2012-10-16,Belgium,Scotland,2,0,1786,1655,131,2.0
2012-10-16,Spain,France,1,1,2148,1889,259,1.0
2012-10-16,Germany,Sweden,4,4,2052,1907,145,1.0
2012-11-07,Qatar,Iraq,2,1,1476,1591,-115,2.0
2012-11-14,South Korea,Australia,1,2,1762,1773,-11,0.0
2012-11-14,Iran,Uzbekistan,0,1,1657,1655,2,0.0
2012-11-14,Iraq,Jordan,1,0,1591,1488,103,2.0
2012-11-14,Saudi Arabia,Argentina,0,0,1493,2014,-521,1.0
2012-11-14,Ghana,Cape Verde,1,0,1676,1424,252,2.0
2012-11-14,Tunisia,Switzerland,1,2,1600,1829,-229,0.0
2012-11-14,Austria,Ivory Coast,0,3,1603,1835,-232,0.0
2012-11-14,Algeria,Bosnia and Herzegovina,0,1,1561,1746,-185,0.0
